 	Mean1	Mean2	Mean3
1696	830.886	835.581	994.283
1697	878.829	817.645	1000.359
1698	876.629	800.516	964.679
1699	868.543	834.581	964.132
1700	870.143	828.774	984.981
1701	918.143	921.419	978.208
1702	996.200	847.097	954.208
1703	920.857	870.581	913.792
1704	835.914	831.839	922.113
1705	784.514	800.774	890.547
1706	753.429	815.355	878.038
1707	772.086	817.129	886.283
1708	828.457	834.355	884.924
1709	830.086	786.161	894.849
1710	830.914	827.258	903.076
1711	849.743	813.581	899.698
1712	812.971	788.065	906.170
1713	769.600	799.290	895.415
1714	795.029	847.581	890.623
1715	827.371	877.548	996.000
1716	962.286	1006.903	1046.000
1717	1049.971	1022.226	1033.113
1718	1019.400	1015.032	1009.528
1719	995.286	986.097	1005.509
1720	1057.771	1145.290	1025.094
1721	1038.714	1267.806	1049.925
1722	1009.171	1362.742	1022.528
1723	1023.600	1253.290	994.377
1724	948.914	1178.935	960.491
1725	972.600	1342.097	982.113
1726	944.143	1423.613	1001.736
1727	916.657	1323.258	997.924
1728	889.629	1376.677	995.679
1729	851.743	1326.387	993.434
1730	1003.743	1452.065	1011.906
1731	1203.114	1532.935	1034.906
1732	1260.029	1386.000	980.000
1733	1187.971	1233.774	922.019
1734	1064.629	1143.581	907.151
1735	960.771	1074.581	902.377
1736	914.314	1050.290	885.509
1737	839.571	981.065	890.151
1738	811.229	927.419	877.264
1739	781.143	920.290	881.641
1740	759.657	928.806	912.906
1741	905.314	941.581	964.396
1742	925.314	969.419	970.491
1743	905.771	929.419	957.302
1744	831.400	896.516	943.698
1745	811.686	877.161	970.981
1746	838.800	1058.065	1002.170
1747	810.086	1146.419	1078.585
1748	790.371	1263.581	1050.038
1749	771.743	1188.065	1013.057
1750	770.229	1153.290	1020.491
1751	799.114	1264.452	1007.453
1752	798.800	1369.323	1003.566
1753	798.829	1467.258	1032.698
1754	792.229	1373.903	980.226
1755	749.057	1289.258	940.792
1756	797.371	1253.226	1001.491
1757	771.029	1269.323	980.226
1758	837.686	1389.839	1033.641
1759	863.686	1342.710	1081.208
1760	881.029	1540.516	1157.585
1761	939.114	1561.710	1183.925
1762	868.314	1392.613	1078.717
1763	825.857	1282.290	1053.189
1764	780.114	1194.968	994.830
1765	737.057	1097.258	936.340
1766	739.086	1037.387	934.396
1767	720.486	989.516	910.208
1768	742.771	950.581	929.170
1769	725.886	929.968	918.415
1770	732.971	909.097	958.302
1771	775.657	967.645	1087.981
1772	763.000	929.194	1075.019
1773	767.200	916.903	1089.906
1774	805.514	958.065	1104.755
1775	811.971	963.935	1124.075
1776	877.657	987.194	1109.849
1777	989.600	1046.774	1186.377
1778	996.543	1035.387	1214.528
1779	975.743	1087.742	1299.660
1780	911.829	1021.226	1240.491
1781	866.914	915.613	1176.434
1782	828.543	896.290	1137.981
1783	858.029	888.903	1122.094
1784	841.229	870.839	1074.868
1785	851.429	861.323	1077.302
1786	841.086	903.516	1078.283
1787	846.114	907.290	1118.208
1788	867.829	887.968	1092.925
1789	856.200	942.484	1120.641
1790	887.600	936.000	1159.698
1791	933.743	962.290	1203.132
1792	976.114	937.548	1137.623
1793	917.000	879.903	1066.189
1794	873.629	865.000	1013.208
1795	875.400	832.645	1014.981
1796	803.371	836.806	982.491
1797	806.657	831.419	957.019
1798	773.457	814.452	950.491
1799	772.971	809.806	942.151
1800	772.000	838.903	989.377
1801	794.943	829.194	993.076
1802	761.543	821.742	975.245
1803	743.800	797.065	948.981
1804	738.514	786.548	937.057
1805	722.686	815.387	926.811
1806	846.829	838.258	1012.887
1807	1083.086	939.484	1221.038
1808	1035.257	894.419	1194.151
1809	1009.429	930.516	1157.359
1810	920.343	876.935	1108.660
1811	880.971	860.419	1088.943
1812	842.114	824.387	1068.868
1813	866.771	811.484	1026.660
1814	914.886	893.290	1100.641
1815	1093.571	983.484	1194.151
1816	1164.314	1001.323	1217.019
1817	1101.314	972.806	1213.057
1818	1042.114	963.161	1181.453
1819	945.400	973.742	1163.717
1820	941.000	912.484	1138.887
1821	975.143	984.161	1205.075
1822	1237.229	1055.065	1208.943
1823	1296.800	962.387	1142.019
1824	1118.029	906.935	1075.585
1825	1040.229	846.806	1035.604
1826	931.229	839.774	999.057
1827	878.457	812.903	989.057
1828	840.229	794.774	970.283
1829	792.771	810.806	974.906
1830	765.200	800.387	970.151
1831	776.943	791.968	997.396
1832	752.171	781.806	954.340
1833	741.257	792.710	947.509
1834	753.143	795.032	966.528
1835	784.743	805.194	941.019
1836	879.457	834.000	995.604
1837	1577.114	1007.516	1142.698
1838	1602.571	994.226	1111.906
1839	1421.686	953.194	1115.868
1840	1550.457	938.677	1130.264
1841	1529.771	904.677	1133.113
1842	1362.771	930.226	1106.094
1843	1255.571	884.613	1069.019
1844	1273.457	915.806	1068.962
1845	1494.171	935.097	1136.245
1846	1420.886	951.903	1119.340
1847	1290.743	930.903	1118.453
1848	1236.943	924.258	1094.094
1849	1197.914	899.774	1068.792
1850	1192.314	894.903	1046.736
1851	1315.429	918.871	1079.113
1852	1506.971	1039.065	1129.660
1853	1457.943	988.903	1048.868
1854	1293.543	895.000	979.679
1855	1176.343	889.065	950.396
1856	1034.114	861.710	936.321
1857	984.314	838.968	927.660
1858	903.286	863.226	937.981
1859	881.200	853.452	943.302
1860	824.314	844.871	929.415
1861	771.086	829.452	935.698
1862	761.371	838.129	942.528
1863	735.171	804.645	932.717
1864	747.771	827.323	940.811
1865	736.286	791.452	932.189
1866	741.143	818.355	931.830
1867	841.857	915.161	1095.868
1868	1022.829	939.419	1125.755
1869	975.829	936.935	1164.868
1870	922.771	925.129	1148.887
1871	939.857	953.000	1189.245
1872	905.914	922.935	1154.679
1873	942.829	914.452	1154.359
1874	933.457	883.968	1131.774
1875	937.143	862.516	1130.019
1876	915.543	906.000	1108.208
1877	899.286	890.806	1100.208
1878	1019.229	937.484	1228.849
1879	1274.800	960.516	1258.755
1880	1331.114	986.516	1256.283
1881	1192.400	899.516	1188.755
1882	1285.971	985.806	1153.321
1883	1473.971	1142.903	1096.868
1884	1335.171	1039.355	1013.509
1885	1206.543	1007.226	1022.434
1886	1146.229	937.677	987.094
1887	1281.143	998.032	1038.189
1888	1275.000	945.871	1035.151
1889	1154.571	943.097	1042.302
1890	1040.229	936.387	1049.566
1891	985.514	912.387	1068.660
1892	899.800	867.742	1016.641
1893	859.886	854.161	1002.491
1894	828.571	865.129	986.151
1895	866.314	863.387	1015.830
1896	825.429	871.323	1013.132
1897	890.171	953.742	1078.057
1898	1039.914	1040.226	1304.604
1899	1002.371	982.161	1296.075
1900	1043.943	887.774	1208.981
1901	1015.143	888.419	1134.472
1902	1020.286	912.355	1110.509
1903	1126.057	934.774	1282.604
1904	1177.686	907.323	1278.792
1905	1205.971	957.129	1323.340
1906	1226.800	1007.290	1349.962
1907	1119.429	909.065	1232.170
1908	1072.286	896.645	1165.302
1909	1595.486	979.323	1425.623
1910	1702.286	1075.290	1523.377
1911	1704.429	1005.903	1643.038
1912	1623.514	1035.645	1556.641
1913	1645.914	1151.419	1417.415
1914	1512.457	1053.323	1273.132
1915	1326.514	998.871	1145.302
1916	1192.229	984.710	1065.170
1917	1109.714	892.032	1022.641
1918	999.457	913.903	1003.528
1919	930.571	880.226	946.208
1920	864.971	868.355	928.264
1921	853.486	829.323	899.849
1922	786.143	808.387	898.472
1923	763.086	783.774	886.151
1924	732.629	792.903	942.604
1925	719.800	785.613	995.774
1926	721.657	814.194	957.151
1927	736.200	814.387	1029.736
1928	839.829	978.645	1240.736
1929	830.971	974.516	1239.094
1930	805.943	953.000	1284.623
1931	756.371	939.548	1167.340
1932	730.571	1021.355	1111.170
1933	766.771	1103.129	1191.359
1934	821.114	1218.000	1253.962
1935	825.000	1218.581	1367.698
1936	851.657	1150.032	1404.132
1937	812.800	1096.645	1425.377
1938	807.943	1075.806	1458.132
1939	785.314	994.806	1302.283
1940	763.086	955.968	1176.925
1941	744.943	908.742	1137.057
1942	779.857	979.742	1130.057
1943	1010.114	1167.226	1168.226
1944	1624.171	1201.161	1164.509
1945	1570.543	1073.258	1102.887
1946	1405.657	1043.419	1072.434
1947	1228.971	974.258	1026.811
1948	1188.257	914.742	992.641
1949	1125.971	865.516	954.208
1950	1031.000	894.548	931.434
1951	959.543	864.032	936.057
1952	895.657	803.645	939.811
1953	872.629	845.226	968.962
1954	893.571	867.323	1023.076
1955	883.686	873.032	1141.811
1956	849.771	854.516	1095.566
1957	823.600	833.032	1040.811
1958	827.543	855.032	1058.226
1959	947.514	1043.452	1241.377
1960	889.600	1078.355	1252.170
1961	1057.343	1361.935	1585.830
1962	1129.429	1274.065	1687.509
1963	1017.057	1125.387	1560.000
1964	904.771	1093.774	1408.849
1965	954.914	1399.839	1551.038
1966	930.143	1394.935	1461.094
1967	832.486	1324.774	1309.641
1968	794.829	1276.452	1204.774
1969	797.943	1227.581	1142.943
1970	805.857	1182.935	1153.623
1971	815.971	1223.452	1247.679
1972	812.457	1173.935	1198.962
1973	854.543	1375.452	1291.604
1974	961.229	1537.903	1226.774
1975	964.457	1424.194	1122.981
1976	992.400	1398.871	1110.736
1977	1244.457	2565.387	1327.019
1978	1327.600	3028.516	1458.981
1979	1461.086	3336.355	1443.170
1980	1405.429	3148.484	1416.792
1981	1410.057	2127.774	1519.641
1982	1325.057	1689.323	1548.698
1983	1231.886	1482.613	1537.359
1984	1302.657	2015.226	1444.528
1985	1229.086	2703.903	1380.623
1986	1218.686	2603.161	1337.245
1987	1169.457	2552.903	1341.623
1988	1362.629	2752.484	1541.887
1989	1556.200	2824.548	1690.415
1990	1638.743	2746.742	1790.849
1991	1583.771	2476.968	1777.736
1992	1422.914	2090.194	1801.641
1993	1359.229	1969.806	1737.698
1994	1400.629	1928.097	1740.717
1995	1471.257	1904.323	1991.377
1996	1492.714	1810.710	1946.434
1997	1466.429	1851.290	1908.302
1998	1516.600	1811.161	2039.170
1999	1588.286	1860.484	2062.000
2000	1638.600	2055.581	2126.642
2001	1815.114	2147.516	2137.868
2002	1639.857	2008.194	2165.566
2003	1720.571	2255.129	2324.038
2004	1603.543	2021.161	2293.660
2005	1513.914	1764.161	2088.849
2006	1352.457	1453.645	1844.396
2007	1171.543	1280.613	1669.113
2008	1022.657	1103.194	1575.264
2009	931.686	1077.097	1429.434
2010	885.943	969.194	1330.057
2011	819.914	895.097	1234.226
2012	789.943	923.871	1215.377
2013	788.343	865.290	1260.509
2014	770.086	894.903	1424.019
2015	802.829	928.742	1492.811
2016	886.886	949.677	1586.925
2017	951.114	963.548	1797.943
2018	1121.829	1010.806	1810.717
2019	1437.029	1103.226	1880.604
2020	1372.286	1086.258	1816.094
2021	1157.400	1025.226	1652.245
2022	1116.829	1011.581	1568.547
2023	1042.057	974.935	1501.491
2024	1000.114	956.065	1441.755
2025	919.143	900.097	1341.906
2026	891.000	868.839	1316.075
2027	920.886	871.677	1277.623
2028	924.114	886.903	1246.943
2029	949.486	826.452	1202.208
2030	938.771	852.548	1171.698
2031	932.457	859.387	1176.359
2032	908.400	847.935	1150.113
2033	925.286	907.452	1140.038
2034	1046.286	1269.161	1192.245
2035	1326.829	1326.065	1148.698
2036	1397.400	1175.032	1093.906
2037	1333.229	1040.871	1037.943
2038	1170.743	973.032	999.641
2039	1013.029	917.871	940.434
2040	925.600	883.452	936.472
2041	869.800	856.581	919.151
2042	839.771	837.258	914.981
2043	773.371	790.161	891.774
2044	746.086	763.290	874.302
2045	716.429	773.419	864.245
2046	685.029	766.000	864.924
2047	696.771	790.194	841.830
2048	704.171	781.032	868.528
2049	932.600	954.161	1109.698
2050	1073.657	1086.871	1224.811
2051	1168.400	1196.387	1247.925
2052	1125.657	1115.419	1314.453
2053	1036.943	1031.290	1271.057
2054	985.629	951.355	1241.302
2055	939.829	904.677	1214.660
2056	895.171	888.839	1242.736
2057	829.429	862.871	1193.925
2058	807.114	827.097	1133.943
2059	804.600	818.774	1111.038
2060	826.314	835.968	1163.585
2061	871.857	898.323	1159.679
2062	865.600	880.806	1171.509
2063	870.257	877.258	1124.528
2064	944.143	970.452	1172.302
2065	1077.429	1073.710	1180.434
2066	1054.857	1032.903	1117.906
2067	968.857	1007.903	1057.736
2068	924.543	951.839	1064.962
2069	839.086	932.161	1032.075
2070	828.714	902.129	1011.679
2071	780.143	876.613	1000.453
2072	770.543	848.161	999.717
2073	742.486	839.581	1042.679
2074	799.314	857.032	1039.698
2075	765.057	828.871	995.076
2076	744.971	805.452	977.019
2077	723.800	811.032	930.943
2078	702.029	794.258	922.981
2079	814.600	928.806	973.472
2080	877.629	1057.677	1114.623
2081	941.943	1036.677	1153.962
2082	1032.914	1379.452	1222.132
2083	1168.286	1746.290	1300.094
2084	1207.371	1666.226	1271.415
2085	1168.457	1559.935	1200.208
2086	1058.200	1404.194	1144.000
2087	979.200	1307.613	1098.679
2088	942.200	1302.000	1076.679
2089	902.314	1297.323	1069.340
2090	873.143	1206.935	1034.774
2091	844.229	1264.161	1052.868
2092	861.571	1295.323	1041.321
2093	864.429	1267.516	1061.245
2094	900.829	1333.000	1097.189
2095	929.029	1365.839	1160.849
2096	936.057	1436.323	1124.113
2097	856.057	1280.355	1038.415
2098	774.514	1160.000	1005.472
2099	774.743	1083.226	982.830
2100	730.600	1025.839	953.094
2101	728.486	997.161	958.094
2102	735.114	975.290	945.170
2103	719.286	935.290	930.604
2104	728.343	940.419	953.792
2105	727.514	893.548	923.981
2106	698.486	845.194	910.717
2107	706.514	810.387	910.132
2108	674.114	803.839	910.509
2109	730.257	821.677	941.698
2110	864.743	1146.323	1009.698
2111	941.314	1325.194	1072.792
2112	892.400	1334.806	1033.943
2113	858.829	1346.516	1053.075
2114	860.800	1340.581	1031.755
2115	848.143	1267.645	1009.698
2116	876.343	1184.968	1039.132
2117	843.943	1127.129	1078.321
2118	858.657	1092.484	1063.868
2119	842.286	1056.645	1077.717
2120	866.971	1030.452	1076.604
2121	875.086	993.161	1104.019
2122	832.086	956.355	1103.434
2123	851.143	953.613	1103.434
2124	855.114	974.645	1113.830
2125	924.571	1048.290	1169.528
2126	1054.400	1043.871	1120.736
2127	969.143	934.613	1055.962
2128	899.886	887.065	1015.151
2129	832.543	891.000	981.906
2130	808.600	853.065	954.359
2131	772.371	826.742	946.906
2132	770.114	800.935	921.057
2133	813.543	852.258	1035.566
2134	818.743	871.516	1062.887
2135	813.657	861.387	1037.434
2136	759.057	831.129	1023.547
2137	748.286	807.484	1006.264
2138	727.400	819.903	971.132
2139	739.800	822.323	968.585
2140	827.971	833.323	1050.226
2141	855.429	871.419	1051.925
2142	870.743	898.000	1077.509
2143	859.914	885.097	1097.038
2144	844.486	874.387	1114.113
2145	840.514	864.161	1111.925
2146	821.029	868.903	1099.321
2147	816.171	870.548	1096.660
2148	874.429	874.645	1110.321
2149	878.829	932.871	1179.604
2150	858.371	897.161	1157.208
2151	921.286	945.097	1169.698
2152	939.086	1001.516	1276.434
2153	951.800	986.710	1378.943
2154	926.600	960.742	1294.245
2155	931.771	925.129	1326.830
2156	1010.829	952.645	1276.566
2157	985.029	901.710	1195.302
2158	925.629	886.097	1120.075
2159	856.686	823.903	1070.377
2160	819.429	840.258	1013.981
2161	811.771	807.000	981.943
2162	785.200	800.613	999.717
2163	759.114	795.355	1017.377
2164	753.000	793.161	991.868
2165	748.800	819.000	985.623
2166	770.971	790.097	999.283
2167	798.486	806.871	1011.396
2168	808.571	837.419	1044.321
2169	781.514	801.613	1007.509
2170	853.571	861.839	1077.377
2171	1024.086	994.968	1254.453
2172	990.743	926.871	1221.623
2173	946.657	942.452	1152.792
2174	1028.257	966.065	1184.189
2175	1050.286	995.935	1259.415
2176	1050.571	970.613	1250.811
2177	988.257	957.581	1260.000
2178	956.314	958.645	1220.641
2179	951.886	934.226	1230.849
2180	956.400	913.903	1216.566
2181	953.829	957.387	1182.226
2182	942.314	936.194	1184.604
2183	959.571	973.387	1265.208
2184	961.457	949.419	1236.113
